O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
29-9091,3.88,4.0,3.88,4.0,2.12,1.88,4.12,4.0,3.88,4.12,4.0,3.0,3.25,2.5,3.75,3.62,3.38,2.25,1.75,0.75,0.0,0.25,2.25,1.75,0.38,1.38,0.0,2.62,3.75,3.0,3.0,3.0,1.12,1.5,2.62,6200.0
29-9092,4.75,4.0,4.25,3.88,2.75,3.12,4.12,3.88,3.25,3.0,4.0,3.0,3.0,3.0,3.25,3.12,3.75,0.38,0.62,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.25,4.0,3.0,3.12,3.12,0.62,0.12,2.88,210.0
31-2011,3.62,3.88,3.62,3.38,2.25,1.62,3.25,3.0,3.12,3.38,3.75,3.5,3.25,3.12,3.12,3.25,3.12,0.62,1.0,0.12,0.25,0.38,2.62,1.75,0.25,1.62,0.38,1.75,3.0,3.0,2.62,3.25,0.75,1.88,2.62,12760.0
31-2012,3.38,3.62,3.0,3.5,1.75,0.75,3.38,3.0,3.0,3.12,3.5,3.0,2.88,2.25,3.0,3.75,2.88,1.62,0.62,0.38,0.0,0.12,2.12,1.12,0.75,1.12,0.75,1.62,2.88,2.12,2.12,2.88,0.5,0.88,2.38,-1010.0
31-2021,3.88,4.0,3.12,3.88,2.0,2.12,3.88,3.12,3.12,3.88,3.75,3.12,3.12,2.12,3.38,3.75,3.0,1.62,1.25,1.62,0.0,1.0,2.62,1.88,0.88,2.12,1.0,2.75,3.0,2.88,2.75,3.0,0.88,0.88,2.62,19930.0
31-2022,3.0,3.12,2.75,3.0,1.88,1.75,2.88,2.75,2.75,3.25,3.5,3.12,2.38,2.12,2.88,3.0,2.75,1.0,1.25,0.25,0.0,0.25,2.38,2.0,0.88,1.88,0.0,1.75,2.12,2.0,1.62,2.38,0.25,0.38,2.12,540.0
31-9011,3.12,3.25,2.88,3.62,1.5,1.0,3.25,3.0,2.88,3.0,3.25,1.88,1.62,1.75,2.25,3.12,2.75,1.25,1.12,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,1.0,2.88,2.12,2.38,2.38,0.5,0.88,0.88,19570.0
31-9091,3.25,3.38,3.0,3.12,2.0,1.75,3.12,3.12,2.5,3.0,3.0,2.75,2.62,2.38,3.0,3.12,2.88,0.88,1.0,1.75,0.0,0.38,2.62,2.0,1.25,1.88,1.38,2.25,2.62,2.0,2.0,2.62,0.88,1.88,2.0,37140.0
31-9092,4.0,3.88,3.25,4.0,2.62,2.25,3.62,3.38,3.12,3.5,3.88,3.12,2.88,2.38,3.0,3.25,2.88,0.75,0.62,1.0,0.0,0.62,2.25,1.25,0.5,1.38,0.75,1.75,3.0,2.38,2.38,2.88,1.12,1.38,2.25,127460.0
31-9093,2.88,3.0,2.75,2.75,2.25,1.0,2.88,3.0,2.62,3.0,2.62,2.88,1.62,1.38,2.25,2.5,2.5,0.38,0.5,2.0,2.12,0.75,3.0,2.62,2.62,2.62,2.38,3.12,2.75,2.12,2.0,2.75,0.88,2.0,1.62,6350.0
31-9094,4.0,4.12,3.62,3.12,1.0,0.62,3.12,2.88,2.12,2.88,2.75,2.12,1.38,1.25,1.62,2.0,2.5,0.88,0.12,0.0,0.0,0.5,0.75,0.12,0.0,0.0,0.0,1.12,2.62,1.38,1.38,2.75,0.0,0.12,1.12,-5430.0
31-9095,3.25,3.0,2.5,2.88,2.38,0.5,2.88,2.5,2.25,2.62,2.88,2.75,1.75,1.62,2.0,3.12,2.38,0.5,0.62,0.38,0.0,0.5,1.62,1.0,0.5,0.88,0.12,1.75,2.25,1.5,1.12,2.25,0.88,1.38,1.62,-3960.0
31-9096,3.12,3.25,3.25,3.0,2.62,2.38,3.12,3.0,2.12,3.12,3.0,3.0,2.25,2.25,2.88,3.12,2.25,1.62,0.88,0.75,0.0,0.38,2.12,1.88,0.75,1.75,0.62,2.0,2.75,2.0,2.0,2.38,1.75,2.0,2.0,25970.0
31-9097,3.25,3.5,3.0,3.75,2.12,2.12,3.25,3.0,3.0,3.0,3.25,3.0,2.5,1.75,3.0,3.25,2.38,0.25,0.62,1.0,0.0,0.62,1.75,1.25,0.75,1.62,0.62,2.25,2.62,2.0,1.88,3.0,0.75,1.12,2.38,16340.0
31-9099,3.875,3.69,3.19,3.435,2.25,1.13,3.375,2.875,2.75,3.31,3.435,3.06,2.625,2.37,3.0,3.19,2.87,0.435,0.94,1.31,0.0,0.38,2.375,1.75,1.69,1.5,1.315,1.565,3.06,2.565,2.62,2.75,0.81,1.31,2.25,-5710.0
33-1011,4.0,4.0,3.62,4.0,2.0,0.5,4.0,3.25,3.12,4.25,4.0,4.0,3.62,3.12,3.38,3.0,3.25,1.62,0.62,0.0,0.0,0.5,2.0,1.62,0.0,1.0,0.0,1.88,3.25,3.12,3.12,3.88,1.25,1.88,4.0,1280.0
33-1012,4.0,4.12,3.88,4.0,2.62,1.12,4.12,3.88,3.88,4.38,4.0,4.0,4.0,3.5,4.0,3.38,4.0,2.62,0.88,0.0,0.0,1.0,2.38,2.12,0.0,1.12,0.0,2.0,3.62,3.25,3.38,4.12,3.0,2.88,4.0,19920.0
33-1021,3.94,3.94,3.75,4.0,3.19,2.25,4.12,3.88,3.63,4.38,3.69,4.12,3.44,3.0,3.62,3.5,4.0,3.0,1.06,2.25,0.0,0.56,3.12,3.12,2.56,2.62,2.19,3.25,4.0,3.5,3.56,3.88,1.88,2.31,3.94,9720.0
33-2011,3.5,3.5,2.94,3.19,2.25,1.63,3.75,3.0,3.0,3.69,3.06,3.81,3.0,3.0,3.06,3.25,2.94,1.0,1.0,2.63,0.06,0.25,3.12,3.06,2.81,2.94,2.88,2.69,3.25,3.0,2.88,3.0,0.94,1.87,2.75,15830.0
33-2021,4.06,4.06,3.81,3.94,2.81,3.19,4.06,3.62,3.0,3.44,3.19,3.25,3.06,2.81,3.0,2.94,3.5,1.44,0.81,0.69,0.0,0.88,2.81,2.38,0.44,2.44,0.25,2.75,3.81,2.94,3.06,3.12,1.12,1.19,2.56,2340.0
33-2022,3.38,3.25,3.0,3.38,2.38,1.75,3.88,3.25,3.12,3.38,2.88,3.75,3.12,2.88,3.0,3.0,3.25,1.0,0.88,1.38,0.0,0.62,2.62,2.38,1.38,2.12,1.12,2.25,3.25,3.12,3.12,3.38,1.12,1.75,3.38,530.0
33-3011,2.88,3.12,2.25,3.0,0.75,0.0,3.12,2.12,2.0,3.25,3.38,2.88,2.88,2.75,2.12,2.5,2.38,0.25,0.38,0.0,0.0,0.25,1.5,0.75,0.0,0.38,0.0,1.12,3.0,1.38,0.75,2.38,0.25,0.38,2.12,3340.0
33-3012,3.75,3.38,3.12,3.62,2.0,0.62,3.62,3.0,3.0,3.88,3.75,3.62,3.12,3.0,3.0,2.75,2.75,0.5,0.62,0.0,0.0,0.5,2.25,2.0,0.0,1.62,0.0,1.88,3.0,2.5,2.38,3.0,0.12,0.38,2.5,-11370.0
33-3021,4.12,4.06,3.75,4.0,2.38,1.75,4.12,3.5,3.0,3.25,3.25,3.25,3.12,3.12,3.12,3.06,3.88,1.81,0.88,0.32,0.0,0.81,2.5,2.31,0.0,0.75,0.0,1.62,3.81,2.75,3.0,3.0,1.0,1.06,2.5,-3100.0
33-3031,4.12,3.75,3.38,3.62,2.88,2.75,4.0,3.5,3.0,3.5,3.5,3.38,3.38,2.88,3.12,3.12,3.25,2.5,0.75,1.25,0.0,0.5,2.62,2.88,1.88,1.88,1.88,2.75,3.25,3.25,3.25,3.0,0.75,0.62,2.88,980.0
33-3041,2.88,3.0,2.38,3.0,1.75,0.0,3.0,2.38,2.38,3.0,2.88,2.75,2.12,2.12,2.75,2.88,2.38,0.38,0.38,1.12,0.0,0.75,2.12,2.25,1.62,2.0,1.0,2.0,2.25,2.12,1.75,2.62,0.38,0.38,2.38,-1030.0
33-3051,3.88,4.0,3.5300000000000002,3.9699999999999998,1.965,0.9650000000000001,3.91,3.1550000000000002,2.94,3.5949999999999998,3.69,3.565,3.465,3.5,3.06,3.375,3.2199999999999998,1.155,0.53,0.03,0.0,0.44,2.3449999999999998,2.34,0.0,0.94,0.0,1.815,3.5300000000000002,2.5949999999999998,2.69,3.2800000000000002,0.72,1.25,2.7800000000000002,26470.0
33-3052,3.25,3.25,3.0,3.88,2.0,0.12,3.38,3.0,3.25,3.5,3.25,3.25,3.38,3.12,3.0,3.0,3.0,1.75,0.62,0.0,0.0,0.75,2.25,2.25,0.0,1.5,0.0,1.62,3.12,2.75,2.25,3.12,1.12,1.12,2.88,1310.0
33-9011,3.0,3.38,2.88,3.0,1.25,0.25,3.5,2.88,2.62,2.88,2.88,3.0,2.88,2.5,2.62,2.88,2.75,1.38,0.25,0.38,0.0,0.38,1.75,1.5,0.12,0.38,0.0,1.25,2.88,1.88,2.12,2.88,0.75,1.0,2.0,-1470.0
33-9021,4.0,4.12,3.62,3.88,2.12,0.62,4.12,3.38,2.12,3.5,3.5,2.88,3.0,2.88,2.25,2.88,3.0,1.5,0.62,0.38,0.0,1.0,0.88,1.38,0.0,0.38,0.0,1.25,3.38,2.88,2.88,3.0,1.12,1.0,2.0,8120.0
33-9031,3.5,3.25,3.12,3.62,1.75,0.25,3.75,3.12,2.88,3.88,2.88,3.0,2.38,2.38,3.0,2.38,2.5,0.5,0.62,0.0,0.0,0.38,2.12,1.62,0.0,0.75,0.25,1.88,3.12,2.25,2.38,3.0,0.62,0.62,2.5,250.0
33-9032,3.0,2.88,2.88,2.75,0.75,0.5,2.88,2.5,2.25,3.12,2.62,2.88,2.5,2.0,2.12,2.62,2.25,0.5,0.12,0.12,0.0,0.0,2.12,1.88,0.12,1.12,0.12,1.38,2.25,1.0,1.38,2.0,0.25,0.38,1.75,48850.0
33-9091,2.0,2.75,1.75,2.5,0.62,0.0,2.5,1.62,0.88,2.62,2.5,2.5,1.75,1.38,1.5,2.62,1.88,0.25,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.38,0.0,0.25,2.5,0.88,0.75,1.62,0.38,0.5,1.0,18610.0
33-9092,2.88,3.12,2.62,3.0,0.62,0.62,3.0,2.75,3.0,3.5,3.25,2.88,2.5,2.0,2.5,3.12,2.62,0.25,0.0,0.5,0.0,0.0,1.25,0.5,0.25,0.75,0.25,1.5,3.0,1.12,1.38,1.88,0.12,0.38,2.0,8870.0
33-9093,3.0,3.5,2.62,3.0,1.62,1.0,3.5,3.0,2.75,3.12,3.0,3.38,3.0,2.5,2.88,2.75,2.75,1.38,0.0,1.62,0.0,0.88,2.88,2.5,1.5,1.88,1.25,2.5,2.88,2.0,2.38,2.12,1.0,1.12,2.38,3510.0
35-1011,3.25,3.62,3.0,3.88,3.12,0.75,3.88,3.75,3.25,4.12,3.75,4.0,3.75,3.75,3.12,3.12,3.25,2.38,1.12,1.88,0.0,0.5,2.75,2.0,1.12,1.75,1.0,3.12,3.25,3.0,3.0,3.88,3.12,3.25,3.75,10060.0
35-1012,3.5,3.12,3.12,3.75,3.0,0.0,4.0,3.25,3.12,3.75,3.62,3.75,3.25,3.0,3.0,3.62,3.0,1.62,0.62,0.12,0.0,0.38,2.0,1.88,0.12,1.38,0.0,2.62,3.0,3.0,3.25,3.62,2.88,2.75,3.62,143760.0
35-2011,2.62,2.38,2.0,2.12,1.62,0.0,2.38,2.25,1.62,2.25,2.62,2.12,2.12,2.12,2.0,2.12,2.12,0.38,0.25,0.0,0.0,0.0,1.75,1.5,0.0,0.0,0.0,1.25,2.12,1.25,1.12,2.12,0.62,0.38,1.5,7310.0
35-2012,2.88,3.0,2.62,2.88,2.75,0.0,2.88,2.88,2.75,3.0,2.88,3.12,2.5,2.0,2.75,3.0,2.88,1.62,0.75,0.62,0.0,0.0,2.38,2.0,0.25,1.12,0.0,2.5,2.88,2.0,2.12,3.0,1.88,2.62,3.0,-320.0
35-2013,3.0,2.88,2.5,3.0,2.0,0.5,3.0,3.12,2.25,3.0,2.88,2.88,2.62,1.75,0.62,3.62,2.88,2.0,0.75,0.62,0.0,0.25,2.0,1.88,0.0,1.25,0.0,2.12,2.75,2.0,1.88,2.88,2.62,3.0,2.5,-170.0
35-2014,2.38,3.0,2.5,3.0,2.25,0.38,3.0,2.75,2.38,3.12,2.88,3.12,2.12,2.25,2.5,2.38,2.12,0.75,0.25,1.12,0.0,0.12,2.38,2.0,0.0,1.25,0.0,2.5,2.62,2.0,2.12,3.0,1.75,2.12,2.5,297100.0
35-2015,2.75,2.88,2.62,2.88,2.0,0.0,2.75,2.62,2.25,2.88,2.75,3.0,2.62,2.25,2.38,2.88,2.12,0.25,0.75,0.25,0.0,0.12,1.88,0.75,0.0,1.5,0.0,1.62,2.38,1.12,1.88,2.75,1.5,1.88,2.25,-28130.0
35-2021,2.12,2.38,2.12,2.12,1.88,0.0,2.12,2.12,2.12,2.12,2.12,2.12,2.0,1.75,2.12,2.12,2.12,0.25,0.12,0.12,0.0,0.0,1.88,1.38,0.0,1.38,0.0,1.88,2.12,1.25,1.25,2.25,0.62,0.88,1.88,13520.0
35-3011,3.0,3.12,3.0,3.0,2.12,0.0,2.88,3.0,2.88,3.0,3.0,3.0,3.0,2.88,3.0,3.12,2.62,0.0,0.5,0.25,0.0,0.25,2.0,0.88,0.12,1.25,0.0,1.88,2.88,2.0,2.12,2.5,2.0,2.12,2.5,67150.0
35-3031,2.38,2.88,2.12,2.5,1.75,0.0,2.75,2.12,2.12,2.75,2.75,2.75,2.12,2.12,2.12,2.88,2.12,0.0,0.12,0.0,0.0,0.12,1.38,0.75,0.0,0.62,0.0,1.25,2.25,1.25,1.38,2.25,0.62,0.5,2.12,133790.0
35-3041,2.12,2.38,2.12,2.5,1.5,0.0,2.38,2.12,2.12,2.25,2.62,2.62,2.0,1.38,1.88,2.12,2.12,0.62,0.75,0.12,0.0,0.12,1.38,1.12,0.25,1.12,0.0,2.0,2.12,1.25,1.12,2.12,1.0,1.0,2.0,26740.0
35-9011,2.0,2.0,1.25,2.12,1.25,0.0,2.25,2.12,2.0,2.12,2.0,2.88,1.88,1.75,1.88,2.12,2.0,0.25,0.12,0.0,0.0,0.12,1.5,0.88,0.0,1.12,0.0,1.5,2.12,1.12,1.12,2.12,1.38,1.12,2.12,66810.0
35-9021,2.12,2.25,1.75,2.12,1.0,0.0,2.12,2.0,1.25,2.12,2.0,2.12,1.88,2.0,1.38,2.0,2.12,0.25,0.12,2.0,0.0,0.0,2.12,2.12,2.0,2.0,2.0,2.0,2.12,1.12,1.12,2.12,0.75,0.88,2.0,12050.0
35-9031,2.38,2.88,2.12,2.88,1.88,0.0,2.62,2.38,2.12,2.0,2.88,3.0,2.75,2.62,2.0,3.12,1.75,0.0,0.12,0.0,0.0,0.25,0.5,0.25,0.0,0.25,0.0,0.62,1.88,1.88,1.62,2.38,0.25,0.25,2.12,50710.0
37-1011,3.25,3.12,3.0,3.38,2.12,0.0,3.25,2.88,3.0,3.88,3.38,3.5,3.12,3.0,3.12,3.12,2.88,1.5,0.38,1.12,0.0,0.0,2.0,1.75,1.75,1.88,1.38,2.62,2.88,2.12,2.38,3.75,2.5,3.0,3.88,-13410.0
37-1012,3.62,3.88,3.0,4.0,2.88,1.0,3.75,3.0,3.0,3.75,3.62,3.75,3.0,3.0,3.0,3.12,3.0,2.12,1.0,1.62,0.38,0.75,3.0,2.88,2.12,2.12,1.88,2.88,3.0,2.88,2.88,3.88,2.25,2.88,3.88,2390.0
37-2011,2.0,2.25,1.5,2.12,0.0,0.0,2.12,2.0,0.88,1.88,2.12,2.12,1.88,1.5,1.12,2.38,2.0,0.38,0.0,1.0,0.0,0.0,2.0,1.38,1.88,1.62,1.12,1.25,2.12,0.75,0.5,2.12,0.0,0.25,1.38,7720.0
37-2012,2.12,2.12,2.0,2.12,1.0,0.0,2.12,1.62,1.5,2.0,2.12,2.62,2.12,2.12,2.12,2.62,2.12,0.25,0.0,0.25,0.0,0.0,1.38,0.62,0.0,0.88,0.0,1.75,2.12,1.0,1.0,2.25,0.62,0.88,2.0,-2580.0
37-2021,3.0,3.0,3.0,3.0,2.62,1.75,3.38,2.88,2.75,3.0,2.88,3.0,3.0,2.88,2.88,3.0,3.0,1.25,0.62,1.88,0.0,0.0,2.75,2.62,1.88,2.0,1.88,2.38,2.88,2.62,2.0,3.0,2.0,2.0,2.88,11810.0
37-3011,1.88,2.25,1.25,1.88,0.75,0.88,1.88,2.0,1.88,1.88,2.0,2.38,1.62,1.38,1.75,2.12,2.12,0.25,0.62,1.75,0.25,0.0,2.25,2.62,1.88,2.0,2.0,2.0,2.25,1.62,1.62,2.0,0.12,0.5,1.75,43890.0
37-3012,2.88,3.0,2.25,3.0,2.0,1.38,2.88,2.38,2.0,2.75,2.5,2.75,2.38,1.75,2.12,2.25,2.88,0.38,0.38,1.88,0.0,0.0,2.88,3.0,2.25,2.12,1.88,2.25,2.88,2.0,2.0,2.88,1.12,1.25,2.25,1990.0
37-3013,2.5,2.62,2.5,2.75,1.38,0.88,3.0,2.12,2.0,3.0,2.5,3.12,2.12,2.0,3.0,2.5,2.75,0.38,0.62,2.12,0.38,0.0,3.0,3.12,2.38,2.25,2.0,2.62,2.5,2.0,1.62,3.0,1.0,1.0,2.62,7570.0
39-2011,3.12,3.0,2.75,3.0,1.62,1.38,3.38,3.12,3.88,3.5,3.0,3.0,2.88,2.25,3.12,3.0,2.75,1.0,0.75,0.12,0.0,0.12,1.5,1.75,0.0,1.25,0.0,2.12,2.88,2.62,2.62,2.75,1.5,1.75,2.5,5360.0
39-2021,2.88,3.0,2.5,2.75,1.88,0.5,2.88,2.12,2.0,2.88,2.25,2.5,1.75,1.62,2.0,2.88,2.25,0.0,0.62,0.62,0.12,0.25,1.38,0.75,0.5,1.25,0.25,1.5,2.12,1.75,1.62,2.0,0.75,0.88,1.75,50630.0
39-3011,2.62,3.0,2.25,2.88,2.0,0.0,2.88,2.38,2.0,3.0,2.75,2.75,2.38,2.25,2.62,2.88,2.0,0.0,0.12,0.0,0.0,0.0,0.88,0.25,0.12,0.38,0.0,1.0,2.38,0.88,1.12,2.5,0.5,0.25,1.75,2830.0
39-3012,3.12,3.12,2.75,2.88,2.75,0.25,2.88,2.5,2.12,3.12,2.88,3.0,2.5,2.0,2.25,2.62,2.25,0.12,0.0,0.0,0.0,0.38,1.75,0.75,0.0,0.75,0.0,1.62,2.5,1.75,1.0,2.12,1.12,0.88,2.62,-2190.0
39-3021,3.0,3.0,2.75,2.88,0.5,0.0,2.75,2.12,2.0,2.88,2.25,2.62,2.0,2.0,1.88,2.5,2.25,1.62,0.25,2.0,0.5,0.62,3.0,2.75,2.62,2.75,2.25,2.62,2.25,1.25,1.12,2.62,0.0,0.5,1.62,-1750.0
39-3031,2.25,2.75,2.12,2.5,1.38,0.0,2.62,2.12,1.25,2.62,3.0,2.38,2.5,2.25,1.12,3.0,2.12,0.38,0.0,0.0,0.0,0.38,1.75,0.62,0.0,0.88,0.0,1.62,2.12,1.38,1.38,2.0,0.0,0.0,2.0,24460.0
39-3091,2.0,2.5,2.0,2.75,1.75,0.0,2.75,2.0,2.0,2.38,2.38,2.62,2.5,2.12,2.0,2.75,2.12,0.25,0.62,0.12,0.0,0.25,2.25,2.0,0.88,1.38,0.88,1.38,2.12,1.12,1.12,2.12,0.0,0.5,2.0,63880.0
39-3092,3.12,3.12,2.38,3.0,1.0,0.0,2.88,2.25,1.62,3.0,3.0,3.12,2.38,2.38,2.0,2.75,2.38,2.12,0.62,0.12,0.0,0.0,1.25,1.25,0.0,0.75,0.0,1.5,2.38,1.62,1.75,2.25,1.38,1.38,2.12,1190.0
39-3093,2.38,2.88,2.12,2.75,0.38,0.0,2.75,2.0,0.38,2.38,2.62,2.38,2.25,2.0,1.62,2.62,2.0,0.25,0.0,0.25,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.25,2.25,0.0,0.38,2.12,0.0,0.5,1.38,-1840.0
39-4011,3.38,3.75,3.0,3.75,2.0,2.25,3.12,3.0,2.75,3.12,3.88,3.0,2.12,2.62,2.62,3.0,3.0,1.88,1.0,1.0,0.0,0.25,2.12,2.25,1.0,1.62,1.0,1.88,3.0,2.12,2.12,3.12,1.12,1.25,2.75,240.0
39-4021,2.62,3.0,2.38,3.0,1.25,0.5,2.75,1.5,1.38,2.88,3.25,3.0,1.88,1.25,1.25,3.0,2.0,0.75,0.5,0.62,0.0,0.12,1.25,1.62,1.25,1.12,0.38,1.25,2.62,1.12,1.0,2.5,1.12,1.38,1.25,-580.0
39-4031,3.88,4.0,4.0,4.0,2.62,1.75,3.88,3.25,2.88,3.75,4.75,4.0,3.75,3.62,3.12,4.12,3.25,2.75,0.75,0.38,0.0,0.5,3.0,2.75,0.0,1.25,0.0,2.75,3.25,3.0,3.12,3.62,2.75,2.88,3.62,280.0
39-5011,2.12,3.0,2.0,2.75,1.12,0.25,2.75,2.5,1.62,2.75,2.88,2.38,2.0,1.5,0.75,3.0,2.12,1.25,0.5,1.25,0.0,0.0,1.5,1.5,1.0,1.12,0.88,1.62,2.12,0.88,0.75,2.75,1.12,1.12,1.75,5890.0
39-5012,3.0,3.0,2.88,3.0,2.0,1.0,3.5,3.0,3.0,3.0,3.12,2.5,2.75,2.38,3.0,3.25,2.88,1.88,1.0,1.12,0.0,0.38,1.62,0.5,0.38,0.62,0.0,1.0,2.5,2.12,2.25,2.62,0.75,1.12,2.25,42820.0
39-5091,3.25,3.25,2.75,3.12,2.12,0.62,3.25,3.25,2.5,3.12,3.0,3.12,2.62,2.38,2.75,2.88,2.75,2.62,0.88,0.62,0.0,0.25,1.5,0.0,0.0,0.62,0.0,2.25,3.0,2.38,2.25,2.88,2.75,2.5,2.25,790.0
39-5092,2.12,2.75,1.88,2.62,1.25,0.0,2.5,2.25,1.88,2.12,2.62,2.25,2.12,2.12,2.0,2.62,2.0,0.5,0.88,0.62,0.0,0.0,0.88,0.12,0.0,0.38,0.0,1.38,2.12,1.75,1.75,2.12,0.38,0.5,1.88,32690.0
39-5093,2.25,2.62,2.0,2.5,1.12,0.0,2.12,2.0,1.75,2.38,2.62,2.62,1.62,1.62,2.0,2.75,1.88,0.25,0.38,0.38,0.0,0.0,1.62,0.38,0.0,0.62,0.0,0.62,2.12,0.75,0.75,2.25,0.5,0.38,1.62,-4440.0
39-5094,3.12,3.12,2.75,3.0,0.62,0.62,3.0,2.88,2.75,3.0,2.88,2.88,2.5,2.38,2.75,3.38,2.88,1.75,0.38,1.0,0.0,0.0,1.62,0.88,0.0,0.5,0.0,1.12,3.12,1.88,1.88,2.75,0.12,0.5,2.0,18370.0
39-6011,2.62,3.12,2.12,2.62,1.88,0.0,2.75,2.12,2.0,2.25,2.38,2.75,2.12,2.12,2.5,3.0,2.12,0.25,0.25,0.5,0.0,0.25,2.12,2.12,0.75,1.75,0.75,1.62,2.25,2.0,2.12,2.25,1.0,1.0,2.25,-4380.0
39-6012,3.25,3.88,2.88,3.38,2.0,0.0,3.62,2.88,2.12,3.0,3.12,3.0,2.88,2.88,2.0,4.0,2.62,0.5,0.75,0.0,0.0,0.38,0.62,0.38,0.0,0.0,0.0,0.38,2.75,2.0,1.88,2.75,0.88,1.12,2.12,10620.0
39-9011,3.0,3.0,2.88,3.19,1.315,0.56,3.125,3.0,3.185,3.5,3.565,3.06,3.065,2.75,2.94,3.375,2.94,0.685,0.815,0.0,0.0,0.0,1.375,0.69,0.0,0.6200000000000001,0.0,1.63,3.0,2.06,2.375,2.94,0.625,0.935,2.06,-21450.0
39-9031,3.12,3.25,2.75,3.25,0.75,0.62,3.12,2.88,3.62,3.62,3.25,3.0,3.0,1.75,3.62,3.25,2.75,2.12,0.88,1.0,0.0,0.25,1.5,0.88,0.88,1.62,0.25,1.62,2.88,2.12,2.5,2.88,0.12,0.88,2.25,84500.0
39-9032,3.25,4.0,3.12,4.0,2.0,0.62,3.62,3.12,3.12,3.38,4.0,4.0,3.12,2.88,3.38,3.75,3.0,1.88,1.0,0.38,0.0,0.38,1.75,0.75,0.0,0.88,0.0,1.5,3.0,2.75,2.75,3.12,2.12,2.38,3.38,37640.0
39-9041,3.38,3.88,3.0,3.88,2.0,0.38,4.0,3.0,2.88,3.62,3.5,3.38,3.0,3.0,3.0,3.12,3.0,1.75,0.88,0.0,0.0,0.5,2.0,1.0,0.0,0.88,0.0,1.25,3.12,2.88,2.75,3.25,2.0,2.12,3.0,12180.0
41-1011,3.88,3.62,3.62,3.88,3.0,0.0,3.88,3.38,3.5,3.88,3.75,3.62,3.62,3.62,3.62,3.75,3.5,2.12,0.88,0.0,0.0,1.0,1.5,0.88,0.0,0.38,0.0,2.0,3.0,2.88,3.0,3.62,2.75,2.75,3.62,-27870.0
41-1012,4.12,4.0,4.0,4.0,3.0,0.0,3.88,3.62,3.62,4.25,4.0,4.0,3.88,3.75,4.0,3.12,3.62,2.12,0.5,0.0,0.0,0.62,1.0,0.88,0.0,0.12,0.0,2.0,3.88,3.12,3.5,4.0,3.0,3.0,4.0,320.0
41-2011,2.62,2.88,2.38,2.88,2.25,0.0,2.62,2.25,2.12,2.5,2.62,2.62,2.12,2.12,2.25,2.75,2.12,0.25,0.0,0.0,0.0,0.12,1.62,1.38,0.0,0.5,0.0,0.75,2.12,2.0,1.75,2.62,0.5,0.5,2.38,198300.0
41-2012,3.0,3.0,2.62,2.75,2.5,0.0,2.88,2.12,2.12,2.5,2.12,2.38,2.25,2.12,2.12,2.88,2.25,0.25,0.0,1.0,0.0,0.38,2.12,1.75,1.0,1.75,1.62,2.0,2.12,1.62,1.5,1.75,1.12,1.0,2.12,1710.0
41-2021,3.12,3.12,3.0,3.0,2.25,0.0,2.88,2.25,2.0,2.88,2.88,3.0,2.88,2.88,2.62,3.25,2.38,0.0,0.75,0.75,0.0,0.5,2.25,2.0,0.62,1.0,0.62,1.0,2.25,1.88,1.88,2.38,1.75,1.88,2.25,-26050.0
41-2022,3.12,3.88,2.88,3.12,2.5,0.0,3.12,3.0,2.12,2.88,3.0,2.88,3.25,3.0,2.25,3.12,3.0,0.38,0.62,2.0,0.12,0.62,2.0,1.5,1.38,1.88,2.0,2.0,3.0,2.12,2.0,2.5,1.0,1.5,1.62,24930.0
41-2031,3.12,3.75,3.0,3.12,2.0,0.0,3.12,2.88,2.25,3.12,3.12,3.0,4.0,3.75,2.75,3.88,2.5,0.62,1.0,0.0,0.0,0.25,1.5,1.38,0.0,0.88,0.0,1.25,2.75,1.88,2.0,2.88,1.25,1.0,2.12,-244210.0
41-3011,3.88,4.0,3.38,4.0,2.75,0.0,3.75,3.62,2.62,3.38,3.62,3.25,4.0,3.88,2.75,3.75,3.12,2.0,1.12,0.0,0.0,1.12,2.0,2.0,0.0,0.0,0.0,0.75,3.25,2.88,2.75,3.0,1.88,1.75,2.38,-24480.0
41-3021,4.0,4.0,3.62,4.0,3.0,0.12,3.88,3.38,2.75,3.0,3.0,3.0,3.88,3.38,2.88,3.5,3.12,1.5,0.75,0.0,0.0,0.75,1.25,1.0,0.0,0.0,0.0,0.12,3.25,3.0,3.0,3.0,0.25,0.12,1.88,35350.0
41-3031,4.19,4.06,3.84,4.09,3.75,0.37,4.19,3.69,2.66,3.62,3.44,3.19,3.94,3.59,2.94,3.19,3.31,1.47,0.59,0.0,0.0,1.16,0.81,0.06,0.0,0.0,0.0,0.75,3.81,3.34,3.28,2.97,2.38,1.47,2.47,121540.0
